"stand","year","month","date","quad","temp_C"
7,2010,8,"2010-08-03","0C",15.5555555555556
7,2010,8,"2010-08-03","0E",15.5555555555556
7,2010,8,"2010-08-03","0G",15
7,2010,8,"2010-08-03","0I",14.4444444444444
7,2010,8,"2010-08-03","2I",14.4444444444444
7,2010,8,"2010-08-03","2G",15
7,2010,8,"2010-08-03","2E",17.7777777777778
7,2010,8,"2010-08-03","2C",13.8888888888889
7,2010,8,"2010-08-03","2A",14.4444444444444
7,2010,8,"2010-08-03","4A",15.5555555555556
7,2010,8,"2010-08-03","4C",16.6666666666667
7,2010,8,"2010-08-03","4E",16.1111111111111
7,2010,8,"2010-08-03","4G",15
7,2010,8,"2010-08-03","4I",13.8888888888889
7,2010,8,"2010-08-03","6I",16.1111111111111
7,2010,8,"2010-08-03","6G",15.5555555555556
7,2010,8,"2010-08-03","6E",16.1111111111111
7,2010,8,"2010-08-03","6C",15.5555555555556
7,2010,8,"2010-08-03","6A",15
7,2010,8,"2010-08-03","8A",15
7,2010,8,"2010-08-03","8C",15.5555555555556
7,2010,8,"2010-08-03","8E",15.5555555555556
7,2010,8,"2010-08-03","8G",13.3333333333333
7,2010,8,"2010-08-03","8I",16.1111111111111
8,2010,8,"2010-08-05","0A",18.8888888888889
8,2010,8,"2010-08-05","0C",16.6666666666667
8,2010,8,"2010-08-05","0E",18.8888888888889
8,2010,8,"2010-08-05","0G",15
8,2010,8,"2010-08-05","0I",13.8888888888889
8,2010,8,"2010-08-05","2I",15.5555555555556
8,2010,8,"2010-08-05","2G",16.6666666666667
8,2010,8,"2010-08-05","2E",19.4444444444444
8,2010,8,"2010-08-05","2C",15.5555555555556
8,2010,8,"2010-08-05","2A",17.2222222222222
8,2010,8,"2010-08-05","4A",21.6666666666667
8,2010,8,"2010-08-05","4C",19.4444444444444
8,2010,8,"2010-08-05","4E",17.7777777777778
8,2010,8,"2010-08-05","4G",20
8,2010,8,"2010-08-05","4I",18.8888888888889
8,2010,8,"2010-08-05","6I",21.1111111111111
8,2010,8,"2010-08-05","6G",20.5555555555556
8,2010,8,"2010-08-05","6E",18.8888888888889
8,2010,8,"2010-08-05","6C",18.3333333333333
8,2010,8,"2010-08-05","6A",17.2222222222222
8,2010,8,"2010-08-05","8A",17.7777777777778
8,2010,8,"2010-08-05","8C",21.1111111111111
8,2010,8,"2010-08-05","8E",19.4444444444444
8,2010,8,"2010-08-05","8G",17.2222222222222
8,2010,8,"2010-08-05","8I",18.8888888888889
