year,tree_no,ring_width_mm,stand
1945,3,1.02,3
1945,4,1.2,3
1945,5,2.57,3
1945,6,1.59,3
1945,7,1.8,3
1945,8,2.1,3
1945,9,1.65,3
1945,10,1.48,3
1946,1,1.57,3
1946,2,1.65,3
1946,3,1.08,3
1946,4,1.08,3
1946,5,1.36,3
1946,6,1.51,3
1946,7,1.51,3
1946,8,1.93,3
1946,9,1.55,3
1946,10,1.55,3
1947,1,1.92,3
1947,2,1.8,3
1947,3,0.95,3
1947,4,1.23,3
1947,5,1.2,3
1947,6,1.43,3
1947,7,1.18,3
1947,8,2.33,3
1947,9,1.44,3
1947,10,1.65,3
1948,1,1.11,3
1948,2,2.02,3
1948,3,0.92,3
1948,4,0.92,3
1948,5,1.09,3
1948,6,1.31,3
1948,7,0.85,3
1948,8,1.81,3
1948,9,0.83,3
1948,10,1.26,3
1949,1,1.05,3
1949,2,1.46,3
1949,3,1.13,3
1949,4,1.03,3
1949,5,1.02,3
1949,6,1.55,3
1949,7,0.8,3
1949,8,2.32,3
1949,9,0.83,3
1949,10,1.18,3
1950,1,0.9,3
1950,2,1.33,3
1950,3,0.45,3
1950,4,0.88,3
1950,5,1,3
1950,6,0.91,3
1950,7,0.94,3
1950,8,2.04,3
1950,9,0.47,3
1950,10,1.09,3
1951,1,0.91,3
1951,2,1.26,3
1951,3,0.55,3
1951,4,0.95,3
1951,5,1.03,3
1951,6,1.09,3
1951,7,1.33,3
1951,8,2.15,3
1951,9,0.65,3
1951,10,0.92,3
1952,1,1.29,3
1952,2,1.48,3
1952,3,0.71,3
1952,4,1.15,3
1952,5,1.24,3
1952,6,0.98,3
1952,7,1.23,3
1952,8,2.11,3
1952,9,0.64,3
1952,10,0.93,3
1953,1,1.08,3
1953,2,1.57,3
1953,3,0.71,3
1953,4,0.91,3
1953,5,1.41,3
1953,6,1.22,3
1953,7,1.33,3
1953,8,1.94,3
1953,9,0.61,3
1953,10,0.95,3
1954,1,1.37,3
1954,2,1.35,3
1954,3,0.62,3
1954,4,1.12,3
1954,5,0.88,3
1954,6,1.22,3
1954,7,1.45,3
1954,8,1.72,3
1954,9,0.46,3
1954,10,1.09,3
1955,1,1.53,3
1955,2,1.57,3
1955,3,0.76,3
1955,4,1.28,3
1955,5,1.03,3
1955,6,1.04,3
1955,7,1.25,3
1955,8,1.81,3
1955,9,0.75,3
1955,10,1.33,3
1956,1,1.05,3
1956,2,1.5,3
1956,3,0.75,3
1956,4,0.8,3
1956,5,1.51,3
1956,6,1.02,3
1956,7,1.18,3
1956,8,1.87,3
1956,9,0.89,3
1956,10,1.36,3
1957,1,1.19,3
1957,2,1.39,3
1957,3,1.11,3
1957,4,0.94,3
1957,5,1.58,3
1957,6,1.06,3
1957,7,1.62,3
1957,8,2.01,3
1957,9,0.96,3
1957,10,1.35,3
1958,1,0.89,3
1958,2,1.18,3
1958,3,0.7,3
1958,4,0.86,3
1958,5,1.51,3
1958,6,1.13,3
1958,7,1.42,3
1958,8,1.81,3
1958,9,1.09,3
1958,10,1.46,3
1959,1,0.74,3
1959,2,1.03,3
1959,3,0.33,3
1959,4,0.81,3
1959,5,1.11,3
1959,6,1.37,3
1959,7,1.02,3
1959,8,1.24,3
1959,9,0.84,3
1959,10,1.17,3
1960,1,1.1,3
1960,2,1.28,3
1960,3,0.54,3
1960,4,1,3
1960,5,0.49,3
1960,6,1.3,3
1960,7,1.11,3
1960,8,1.65,3
1960,9,0.6,3
1960,10,1.05,3
1961,1,1.21,3
1961,2,1.45,3
1961,3,0.65,3
1961,4,0.93,3
1961,5,0.69,3
1961,6,1.02,3
1961,7,1.49,3
1961,8,1.29,3
1961,9,0.68,3
1961,10,0.46,3
1962,1,1.85,3
1962,2,1.69,3
1962,3,0.66,3
1962,4,0.93,3
1962,5,0.75,3
1962,6,0.97,3
1962,7,1.97,3
1962,8,1.24,3
1962,9,0.77,3
1962,10,1.22,3
1963,1,2.17,3
1963,2,1.38,3
1963,3,0.81,3
1963,4,1.28,3
1963,5,1.21,3
1963,6,0.75,3
1963,7,2.47,3
1963,8,2.2,3
1963,9,0.87,3
1963,10,1.73,3
1964,1,1.73,3
1964,2,1.98,3
1964,3,1.03,3
1964,4,1.35,3
1964,5,2.02,3
1964,6,1.14,3
1964,7,1.76,3
1964,8,1.82,3
1964,9,0.89,3
1964,10,1.77,3
1965,1,2.34,3
1965,2,2.32,3
1965,3,1.39,3
1965,4,1.56,3
1965,5,1.6,3
1965,6,1.83,3
1965,7,1.53,3
1965,8,2.52,3
1965,9,1.26,3
1965,10,2.16,3
1966,1,1.89,3
1966,2,2.03,3
1966,3,1.17,3
1966,4,1.1,3
1966,5,1.33,3
1966,6,1.93,3
1966,7,1.39,3
1966,8,1.57,3
1966,9,0.89,3
1966,10,1.41,3
1967,1,1.17,3
1967,2,1.59,3
1967,3,0.8,3
1967,4,0.85,3
1967,5,1.04,3
1967,6,2.1,3
1967,7,1.2,3
1967,8,1.1,3
1967,9,0.73,3
1967,10,1.14,3
1968,1,0.96,3
1968,2,1.68,3
1968,3,0.7,3
1968,4,0.94,3
1968,5,0.88,3
1968,6,1.46,3
1968,7,1.29,3
1968,8,1.06,3
1968,9,0.71,3
1968,10,1.2,3
1969,1,1.04,3
1969,2,1.46,3
1969,3,1.09,3
1969,4,1.1,3
1969,5,1.07,3
1969,6,0.94,3
1969,7,1.49,3
1969,8,0.86,3
1969,9,0.66,3
1969,10,1.7,3
1970,1,1.54,3
1970,2,1.53,3
1970,3,1.25,3
1970,4,1.11,3
1970,5,1.03,3
1970,6,0.93,3
1970,7,1.37,3
1970,8,1.29,3
1970,9,0.82,3
1970,10,1.92,3
1971,1,1.44,3
1971,2,1.39,3
1971,3,1.15,3
1971,4,1.32,3
1971,5,1.1,3
1971,6,0.6,3
1971,7,1.78,3
1971,8,0.98,3
1971,9,1,3
1971,10,2.03,3
1972,1,1.27,3
1972,2,1.55,3
1972,3,0.94,3
1972,4,1.4,3
1972,5,1.17,3
1972,6,1.04,3
1972,7,1.32,3
1972,8,0.6,3
1972,9,0.75,3
1972,10,1.58,3
1973,1,0.95,3
1973,2,1.48,3
1973,3,0.82,3
1973,4,1.08,3
1973,5,1.05,3
1973,6,1.07,3
1973,7,1.28,3
1973,8,0.57,3
1973,9,0.43,3
1973,10,1.48,3
1974,1,0.72,3
1974,2,1.35,3
1974,3,1.02,3
1974,4,1.03,3
1974,5,0.51,3
1974,6,1.19,3
1974,7,1.39,3
1974,8,0.71,3
1974,9,0.44,3
1974,10,1.7,3
1975,1,1.05,3
1975,2,1.4,3
1975,3,0.79,3
1975,4,0.69,3
1975,5,0.81,3
1975,6,1.08,3
1975,7,1.65,3
1975,8,1.24,3
1975,9,0.85,3
1975,10,1.84,3
1976,1,1.51,3
1976,2,1.58,3
1976,3,1.03,3
1976,4,0.42,3
1976,5,1.14,3
1976,6,0.95,3
1976,7,1.53,3
1976,8,1.43,3
1976,9,1,3
1976,10,1.84,3
1977,1,1.08,3
1977,2,1.78,3
1977,3,1.07,3
1977,4,0.58,3
1977,5,1.31,3
1977,6,0.88,3
1977,7,1.55,3
1977,8,1.2,3
1977,9,0.77,3
1977,10,1.04,3
1978,1,1.33,3
1978,2,1.92,3
1978,3,1.03,3
1978,4,0.83,3
1978,5,1.24,3
1978,6,0.82,3
1978,7,1.66,3
1978,8,1.35,3
1978,9,0.62,3
1978,10,1.07,3
1979,1,1.4,3
1979,2,1.54,3
1979,3,0.93,3
1979,4,0.81,3
1979,5,0.95,3
1979,6,0.55,3
1979,7,1.76,3
1979,8,1.66,3
1979,9,0.64,3
1979,10,1.31,3
1980,1,0.59,3
1980,2,1.44,3
1980,3,0.85,3
1980,4,0.82,3
1980,5,0.86,3
1980,6,0.63,3
1980,7,1.89,3
1980,8,1.83,3
1980,9,0.67,3
1980,10,0.74,3
1981,1,0.63,3
1981,2,1.32,3
1981,3,0.9,3
1981,4,0.86,3
1981,5,0.98,3
1981,6,0.42,3
1981,7,2.19,3
1981,8,1.42,3
1981,9,0.78,3
1981,10,1.1,3
1982,1,0.32,3
1982,2,1.76,3
1982,3,0.65,3
1982,4,0.31,3
1982,5,1,3
1982,6,0.53,3
1982,7,1.05,3
1982,8,1.51,3
1982,9,0.31,3
1982,10,0.45,3
