stand,year,month,date,quad,temp_C
1,1981,9,1981-09-24,4E,8.88888888888889
1,1981,9,1981-09-24,4G,8.88888888888889
1,1981,9,1981-09-24,4I,8.88888888888889
1,1981,9,1981-09-24,6I,8.88888888888889
1,1981,9,1981-09-24,6G,8.88888888888889
1,1981,9,1981-09-24,6E,8.88888888888889
1,1981,9,1981-09-24,6C,8.88888888888889
1,1981,9,1981-09-24,6A,9.444444444444445
1,1981,9,1981-09-24,8A,8.88888888888889
1,1981,9,1981-09-24,8C,8.88888888888889
1,1981,9,1981-09-24,8E,8.88888888888889
1,1981,9,1981-09-24,8G,8.88888888888889
1,1981,9,1981-09-24,8I,8.88888888888889
1,1982,8,1982-08-08,0A,13.333333333333334
1,1982,8,1982-08-08,0C,13.333333333333334
1,1982,8,1982-08-08,0E,12.777777777777779
1,1982,8,1982-08-08,0G,12.222222222222221
1,1982,8,1982-08-08,0I,11.666666666666666
1,1982,8,1982-08-08,2I,12.222222222222221
1,1982,8,1982-08-08,2G,12.222222222222221
1,1982,8,1982-08-08,2E,13.333333333333334
1,1982,8,1982-08-08,2C,13.333333333333334
1,1982,8,1982-08-08,2A,13.333333333333334
1,1982,8,1982-08-08,4A,13.333333333333334
1,1982,8,1982-08-08,4C,13.88888888888889
1,1982,8,1982-08-08,4E,13.88888888888889
1,1982,8,1982-08-08,4G,13.88888888888889
1,1982,8,1982-08-08,4I,14.444444444444445
1,1982,8,1982-08-08,6I,15
1,1982,8,1982-08-08,6G,13.88888888888889
1,1982,8,1982-08-08,6E,13.88888888888889
1,1982,8,1982-08-08,6C,13.333333333333334
1,1982,8,1982-08-08,6A,13.88888888888889
1,1982,8,1982-08-08,8A,13.88888888888889
1,1982,8,1982-08-08,8C,13.333333333333334
1,1982,8,1982-08-08,8E,13.333333333333334
1,1982,8,1982-08-08,8G,12.777777777777779
1,1982,8,1982-08-08,8I,12.777777777777779
1,1982,7,1982-07-11,0A,18.88888888888889
1,1982,7,1982-07-11,0C,16.666666666666668
1,1982,7,1982-07-11,0E,17.22222222222222
1,1982,7,1982-07-11,0G,16.666666666666668
1,1982,7,1982-07-11,0I,13.88888888888889
1,1982,7,1982-07-11,2I,11.666666666666666
1,1982,7,1982-07-11,2G,12.222222222222221
1,1982,7,1982-07-11,2E,12.777777777777779
1,1982,7,1982-07-11,2C,12.777777777777779
1,1982,7,1982-07-11,2A,12.222222222222221
1,1982,7,1982-07-11,4A,14.444444444444445
1,1982,7,1982-07-11,4C,13.88888888888889
1,1982,7,1982-07-11,4E,13.333333333333334
1,1982,7,1982-07-11,4G,12.777777777777779
1,1982,7,1982-07-11,4I,13.333333333333334
1,1982,7,1982-07-11,6I,13.333333333333334
1,1982,7,1982-07-11,6G,13.333333333333334
1,1982,7,1982-07-11,6E,12.777777777777779
1,1982,7,1982-07-11,6C,16.666666666666668
1,1982,7,1982-07-11,6A,13.333333333333334
1,1982,7,1982-07-11,8A,17.77777777777778
1,1982,7,1982-07-11,8C,15.555555555555555
1,1982,7,1982-07-11,8E,16.11111111111111
1,1982,7,1982-07-11,8G,16.666666666666668
1,1982,7,1982-07-11,8I,16.11111111111111
1,1982,6,1982-06-10,0A,8.88888888888889
1,1982,6,1982-06-10,0C,8.88888888888889
1,1982,6,1982-06-10,0E,7.777777777777778
1,1982,6,1982-06-10,0G,7.777777777777778
1,1982,6,1982-06-10,0I,7.777777777777778
1,1982,6,1982-06-10,2I,7.777777777777778
1,1982,6,1982-06-10,2G,7.222222222222222
1,1982,6,1982-06-10,2E,8.333333333333334
1,1982,6,1982-06-10,2C,10
1,1982,6,1982-06-10,2A,8.88888888888889
1,1982,6,1982-06-10,4A,10
1,1982,6,1982-06-10,4C,11.11111111111111
1,1982,6,1982-06-10,4E,13.88888888888889
1,1982,6,1982-06-10,4G,11.666666666666666
1,1982,6,1982-06-10,4I,10.555555555555555
1,1982,6,1982-06-10,6I,10
1,1982,6,1982-06-10,6G,10
1,1982,6,1982-06-10,6E,10
1,1982,6,1982-06-10,6C,10
1,1982,6,1982-06-10,6A,10.555555555555555
1,1982,6,1982-06-10,8A,10.555555555555555
1,1982,6,1982-06-10,8C,10
1,1982,6,1982-06-10,8E,9.444444444444445
1,1982,6,1982-06-10,8G,9.444444444444445
1,1982,6,1982-06-10,8I,8.333333333333334
1,1982,5,1982-05-11,0A,3.888888888888889
1,1982,5,1982-05-11,0C,3.3333333333333335
1,1982,5,1982-05-11,0E,2.7777777777777777
1,1982,5,1982-05-11,0G,2.7777777777777777
1,1982,5,1982-05-11,0I,1.6666666666666667
1,1982,5,1982-05-11,2I,1.6666666666666667
1,1982,5,1982-05-11,2G,1.6666666666666667
1,1982,5,1982-05-11,2E,3.3333333333333335
1,1982,5,1982-05-11,2C,3.888888888888889
1,1982,5,1982-05-11,2A,2.7777777777777777
1,1982,5,1982-05-11,4A,5
1,1982,5,1982-05-11,4C,5
1,1982,5,1982-05-11,4E,2.7777777777777777
1,1982,5,1982-05-11,4G,3.888888888888889
1,1982,5,1982-05-11,4I,4.444444444444445
1,1982,5,1982-05-11,6I,6.111111111111111
1,1982,5,1982-05-11,6G,5
1,1982,5,1982-05-11,6E,5
1,1982,5,1982-05-11,6C,3.888888888888889
1,1982,5,1982-05-11,6A,5
1,1982,5,1982-05-11,8A,5.555555555555555
1,1982,5,1982-05-11,8C,5.555555555555555
1,1982,5,1982-05-11,8E,5
1,1982,5,1982-05-11,8G,6.111111111111111
1,1982,5,1982-05-11,8I,6.666666666666667
1,1982,10,1982-10-10,0A,3.888888888888889
1,1982,10,1982-10-10,0C,5
1,1982,10,1982-10-10,0E,5
1,1982,10,1982-10-10,0G,5.555555555555555
1,1982,10,1982-10-10,0I,4.444444444444445
1,1982,10,1982-10-10,2I,4.444444444444445
1,1982,10,1982-10-10,2G,4.444444444444445
1,1982,10,1982-10-10,2E,4.444444444444445
1,1982,10,1982-10-10,2C,4.444444444444445
1,1982,10,1982-10-10,2A,5
1,1982,10,1982-10-10,4A,4.444444444444445
1,1982,10,1982-10-10,4C,4.444444444444445
1,1982,10,1982-10-10,4E,4.444444444444445
1,1982,10,1982-10-10,4G,4.444444444444445
1,1982,10,1982-10-10,4I,5
1,1982,10,1982-10-10,6I,5
1,1982,10,1982-10-10,6G,5.555555555555555
1,1982,10,1982-10-10,6E,5
1,1982,10,1982-10-10,6C,5
1,1982,10,1982-10-10,6A,5
1,1982,10,1982-10-10,8A,5
1,1982,10,1982-10-10,8C,5
1,1982,10,1982-10-10,8E,4.444444444444445
1,1982,10,1982-10-10,8G,4.444444444444445
1,1982,10,1982-10-10,8I,3.888888888888889
1,1982,9,1982-09-09,0A,12.777777777777779
1,1982,9,1982-09-09,0C,12.777777777777779
1,1982,9,1982-09-09,0E,11.666666666666666
1,1982,9,1982-09-09,0G,11.11111111111111
1,1982,9,1982-09-09,0I,10.555555555555555
1,1982,9,1982-09-09,2I,12.777777777777779
1,1982,9,1982-09-09,2G,11.666666666666666
1,1982,9,1982-09-09,2E,12.777777777777779
1,1982,9,1982-09-09,2C,12.777777777777779
1,1982,9,1982-09-09,2A,12.222222222222221
1,1982,9,1982-09-09,4A,13.88888888888889
1,1982,9,1982-09-09,4C,12.777777777777779
1,1982,9,1982-09-09,4E,13.333333333333334
1,1982,9,1982-09-09,4G,13.333333333333334
1,1982,9,1982-09-09,4I,13.333333333333334
1,1982,9,1982-09-09,6I,12.777777777777779
1,1982,9,1982-09-09,6G,12.777777777777779
1,1982,9,1982-09-09,6E,13.333333333333334
1,1982,9,1982-09-09,6C,12.222222222222221
1,1982,9,1982-09-09,6A,13.333333333333334
1,1982,9,1982-09-09,8A,13.333333333333334
1,1982,9,1982-09-09,8C,12.222222222222221
1,1982,9,1982-09-09,8E,12.222222222222221
1,1982,9,1982-09-09,8G,12.222222222222221
1,1982,9,1982-09-09,8I,12.222222222222221
1,1983,8,1983-08-03,0A,18.88888888888889
1,1983,8,1983-08-03,0C,18.333333333333332
1,1983,8,1983-08-03,0E,17.77777777777778
1,1983,8,1983-08-03,0G,17.77777777777778
1,1983,8,1983-08-03,0I,17.22222222222222
1,1983,8,1983-08-03,2I,17.22222222222222
1,1983,8,1983-08-03,2G,17.22222222222222
1,1983,8,1983-08-03,2E,18.333333333333332
1,1983,8,1983-08-03,2C,18.333333333333332
1,1983,8,1983-08-03,2A,18.333333333333332
1,1983,8,1983-08-03,4A,19.444444444444443
1,1983,8,1983-08-03,4C,20
1,1983,8,1983-08-03,4E,18.88888888888889
1,1983,8,1983-08-03,4G,18.333333333333332
1,1983,8,1983-08-03,4I,17.22222222222222
1,1983,8,1983-08-03,6I,17.77777777777778
1,1983,8,1983-08-03,6G,17.77777777777778
1,1983,8,1983-08-03,6E,18.333333333333332
1,1983,8,1983-08-03,6C,17.22222222222222
1,1983,8,1983-08-03,6A,17.22222222222222
1,1983,8,1983-08-03,8A,17.77777777777778
1,1983,8,1983-08-03,8C,18.333333333333332
1,1983,8,1983-08-03,8E,17.77777777777778
1,1983,8,1983-08-03,8G,17.22222222222222
1,1983,8,1983-08-03,8I,17.77777777777778
1,1983,7,1983-07-02,0A,15.555555555555555
1,1983,7,1983-07-02,0C,15.555555555555555
1,1983,7,1983-07-02,0E,16.11111111111111
1,1983,7,1983-07-02,0G,15.555555555555555
1,1983,7,1983-07-02,0I,14.444444444444445
1,1983,7,1983-07-02,2I,15.555555555555555
1,1983,7,1983-07-02,2G,16.11111111111111
1,1983,7,1983-07-02,2E,16.666666666666668
1,1983,7,1983-07-02,2C,18.333333333333332
1,1983,7,1983-07-02,2A,16.11111111111111
1,1983,7,1983-07-02,4A,19.444444444444443
1,1983,7,1983-07-02,4C,16.666666666666668
1,1983,7,1983-07-02,4E,17.22222222222222
1,1983,7,1983-07-02,4G,16.666666666666668
1,1983,7,1983-07-02,4I,15.555555555555555
1,1983,7,1983-07-02,6I,15.555555555555555
1,1983,7,1983-07-02,6G,15.555555555555555
1,1983,7,1983-07-02,6E,15.555555555555555
1,1983,7,1983-07-02,6C,15
1,1983,7,1983-07-02,6A,15.555555555555555
1,1983,7,1983-07-02,8A,15.555555555555555
1,1983,7,1983-07-02,8C,15.555555555555555
1,1983,7,1983-07-02,8E,15
1,1983,7,1983-07-02,8G,15
1,1983,7,1983-07-02,8I,14.444444444444445
1,1983,6,1983-06-05,0A,10
1,1983,6,1983-06-05,0C,10
1,1983,6,1983-06-05,0E,9.444444444444445
1,1983,6,1983-06-05,0G,9.444444444444445
1,1983,6,1983-06-05,0I,8.88888888888889
1,1983,6,1983-06-05,2I,10.555555555555555
1,1983,6,1983-06-05,2G,9.444444444444445
1,1983,6,1983-06-05,2E,10
1,1983,6,1983-06-05,2C,9.444444444444445
1,1983,6,1983-06-05,2A,8.88888888888889
1,1983,6,1983-06-05,4A,10.555555555555555
1,1983,6,1983-06-05,4C,9.444444444444445
1,1983,6,1983-06-05,4E,10
1,1983,6,1983-06-05,4G,11.11111111111111
1,1983,6,1983-06-05,4I,11.11111111111111
1,1983,6,1983-06-05,6I,11.11111111111111
1,1983,6,1983-06-05,6G,10.555555555555555
1,1983,6,1983-06-05,6E,11.11111111111111
1,1983,6,1983-06-05,6C,10.555555555555555
1,1983,6,1983-06-05,6A,11.666666666666666
1,1983,6,1983-06-05,8A,11.666666666666666
1,1983,6,1983-06-05,8C,11.11111111111111
1,1983,6,1983-06-05,8E,11.11111111111111
1,1983,6,1983-06-05,8G,11.666666666666666
1,1983,6,1983-06-05,8I,11.11111111111111
1,1983,5,1983-05-06,0A,3.888888888888889
1,1983,5,1983-05-06,0C,3.3333333333333335
1,1983,5,1983-05-06,0E,3.3333333333333335
1,1983,5,1983-05-06,0G,3.888888888888889
1,1983,5,1983-05-06,0I,2.7777777777777777
1,1983,5,1983-05-06,2I,3.888888888888889
1,1983,5,1983-05-06,2G,3.3333333333333335
1,1983,5,1983-05-06,2E,4.444444444444445
1,1983,5,1983-05-06,2C,4.444444444444445
1,1983,5,1983-05-06,2A,3.3333333333333335
1,1983,5,1983-05-06,4A,5
1,1983,5,1983-05-06,4C,5
1,1983,5,1983-05-06,4E,5
1,1983,5,1983-05-06,4G,3.888888888888889
1,1983,5,1983-05-06,4I,3.888888888888889
1,1983,5,1983-05-06,6I,4.444444444444445
1,1983,5,1983-05-06,6G,4.444444444444445
1,1983,5,1983-05-06,6E,4.444444444444445
1,1983,5,1983-05-06,6C,4.444444444444445
1,1983,5,1983-05-06,6A,3.888888888888889
1,1983,5,1983-05-06,8A,4.444444444444445
1,1983,5,1983-05-06,8C,3.888888888888889
1,1983,5,1983-05-06,8E,4.444444444444445
1,1983,5,1983-05-06,8G,4.444444444444445
1,1983,5,1983-05-06,8I,3.888888888888889
1,1983,10,1983-10-06,0A,9.444444444444445
1,1983,10,1983-10-06,0C,11.666666666666666
1,1983,10,1983-10-06,0E,8.88888888888889
1,1983,10,1983-10-06,0G,8.333333333333334
1,1983,10,1983-10-06,0I,7.777777777777778
1,1983,10,1983-10-06,2I,7.222222222222222
1,1983,10,1983-10-06,2G,7.222222222222222
1,1983,10,1983-10-06,2E,7.777777777777778
1,1983,10,1983-10-06,2C,7.777777777777778
1,1983,10,1983-10-06,2A,7.777777777777778
1,1983,10,1983-10-06,4A,8.333333333333334
1,1983,10,1983-10-06,4C,7.222222222222222
1,1983,10,1983-10-06,4E,7.222222222222222
1,1983,10,1983-10-06,4G,6.111111111111111
1,1983,10,1983-10-06,4I,7.222222222222222
1,1983,10,1983-10-06,6I,7.777777777777778
1,1983,10,1983-10-06,6G,7.777777777777778
1,1983,10,1983-10-06,6E,7.777777777777778
1,1983,10,1983-10-06,6C,7.222222222222222
1,1983,10,1983-10-06,6A,6.111111111111111
1,1983,10,1983-10-06,8A,8.333333333333334
1,1983,10,1983-10-06,8C,8.88888888888889
1,1983,10,1983-10-06,8E,7.777777777777778
1,1983,10,1983-10-06,8G,8.333333333333334
1,1983,10,1983-10-06,8I,7.777777777777778
1,1983,9,1983-09-08,0A,7.777777777777778
1,1983,9,1983-09-08,0C,8.88888888888889
1,1983,9,1983-09-08,0E,8.88888888888889
1,1983,9,1983-09-08,0G,8.333333333333334
1,1983,9,1983-09-08,0I,8.88888888888889
1,1983,9,1983-09-08,2I,9.444444444444445
1,1983,9,1983-09-08,2G,8.333333333333334
1,1983,9,1983-09-08,2E,8.88888888888889
1,1983,9,1983-09-08,2C,8.88888888888889
1,1983,9,1983-09-08,2A,9.444444444444445
1,1983,9,1983-09-08,4A,9.444444444444445
1,1983,9,1983-09-08,4C,9.444444444444445
1,1983,9,1983-09-08,4E,10
1,1983,9,1983-09-08,4G,10
1,1983,9,1983-09-08,4I,9.444444444444445
1,1983,9,1983-09-08,6I,10.555555555555555
1,1983,9,1983-09-08,6G,10
1,1983,9,1983-09-08,6E,10
1,1983,9,1983-09-08,6C,9.444444444444445
1,1983,9,1983-09-08,6A,10
1,1983,9,1983-09-08,8A,10.555555555555555
1,1983,9,1983-09-08,8C,10
1,1983,9,1983-09-08,8E,10
1,1983,9,1983-09-08,8G,9.444444444444445
1,1983,9,1983-09-08,8I,8.88888888888889
1,1984,8,1984-08-02,0A,20.555555555555557
1,1984,8,1984-08-02,0C,20.555555555555557
1,1984,8,1984-08-02,0E,21.11111111111111
1,1984,8,1984-08-02,0G,18.333333333333332
1,1984,8,1984-08-02,0I,18.333333333333332
1,1984,8,1984-08-02,2I,17.77777777777778
1,1984,8,1984-08-02,2G,18.88888888888889
1,1984,8,1984-08-02,2E,18.88888888888889
1,1984,8,1984-08-02,2C,18.88888888888889
1,1984,8,1984-08-02,2A,18.88888888888889
1,1984,8,1984-08-02,4A,22.22222222222222
1,1984,8,1984-08-02,4C,22.22222222222222
1,1984,8,1984-08-02,4E,21.11111111111111
1,1984,8,1984-08-02,4G,21.666666666666668
1,1984,8,1984-08-02,4I,21.11111111111111
1,1984,8,1984-08-02,6I,17.77777777777778
1,1984,8,1984-08-02,6G,17.77777777777778
1,1984,8,1984-08-02,6E,17.22222222222222
1,1984,8,1984-08-02,6C,16.666666666666668
1,1984,8,1984-08-02,6A,17.77777777777778
1,1984,8,1984-08-02,8A,17.77777777777778
1,1984,8,1984-08-02,8C,17.77777777777778
1,1984,8,1984-08-02,8E,17.77777777777778
1,1984,8,1984-08-02,8G,17.77777777777778
1,1984,8,1984-08-02,8I,17.77777777777778
1,1984,8,1984-08-02,4A.1,20.555555555555557
1,1984,8,1984-08-02,4C.1,17.77777777777778
1,1984,8,1984-08-02,4E.1,16.666666666666668
1,1984,8,1984-08-02,4G.1,17.22222222222222
1,1984,8,1984-08-02,4I.1,17.22222222222222
1,1984,7,1984-07-06,0A,14.444444444444445
1,1984,7,1984-07-06,0C,14.444444444444445
1,1984,7,1984-07-06,0E,14.444444444444445
1,1984,7,1984-07-06,0G,13.88888888888889
1,1984,7,1984-07-06,0I,14.444444444444445
1,1984,7,1984-07-06,2I,14.444444444444445
1,1984,7,1984-07-06,2G,14.444444444444445
1,1984,7,1984-07-06,2E,15.555555555555555
1,1984,7,1984-07-06,2C,15
1,1984,7,1984-07-06,2A,13.88888888888889
1,1984,7,1984-07-06,4A,16.11111111111111
1,1984,7,1984-07-06,4C,15.555555555555555
1,1984,7,1984-07-06,4E,16.666666666666668
1,1984,7,1984-07-06,4G,15
1,1984,7,1984-07-06,4I,15
1,1984,7,1984-07-06,6I,15.555555555555555
1,1984,7,1984-07-06,6G,15.555555555555555
1,1984,7,1984-07-06,6E,16.11111111111111
1,1984,7,1984-07-06,6C,15.555555555555555
1,1984,7,1984-07-06,6A,16.666666666666668
1,1984,7,1984-07-06,8A,16.11111111111111
1,1984,7,1984-07-06,8C,16.11111111111111
1,1984,7,1984-07-06,8E,16.11111111111111
1,1984,7,1984-07-06,8G,15.555555555555555
1,1984,7,1984-07-06,8I,15.555555555555555
1,1984,7,1984-07-06,4A.1,17.22222222222222
1,1984,7,1984-07-06,4C.1,18.88888888888889
1,1984,7,1984-07-06,4E.1,16.666666666666668
1,1984,7,1984-07-06,4G.1,15.555555555555555
1,1984,7,1984-07-06,4I.1,15.555555555555555
1,1984,6,1984-06-04,0A,11.666666666666666
1,1984,6,1984-06-04,0C,11.11111111111111
1,1984,6,1984-06-04,0E,11.11111111111111
1,1984,6,1984-06-04,0G,11.11111111111111
1,1984,6,1984-06-04,0I,11.11111111111111
1,1984,6,1984-06-04,2I,10.555555555555555
1,1984,6,1984-06-04,2G,11.11111111111111
1,1984,6,1984-06-04,2E,12.777777777777779
1,1984,6,1984-06-04,2C,13.333333333333334
1,1984,6,1984-06-04,2A,11.666666666666666
1,1984,6,1984-06-04,4A,13.88888888888889
1,1984,6,1984-06-04,4C,13.88888888888889
1,1984,6,1984-06-04,4E,12.222222222222221
1,1984,6,1984-06-04,4G,12.777777777777779
1,1984,6,1984-06-04,4I,12.222222222222221
1,1984,6,1984-06-04,6I,11.666666666666666
1,1984,6,1984-06-04,6G,11.666666666666666
1,1984,6,1984-06-04,6E,12.222222222222221
1,1984,6,1984-06-04,6C,10.555555555555555
1,1984,6,1984-06-04,6A,11.666666666666666
1,1984,6,1984-06-04,8A,11.666666666666666
1,1984,6,1984-06-04,8C,11.11111111111111
1,1984,6,1984-06-04,8E,11.11111111111111
1,1984,6,1984-06-04,8G,10.555555555555555
1,1984,6,1984-06-04,8I,10.555555555555555
1,1984,6,1984-06-04,4A.1,13.333333333333334
1,1984,6,1984-06-04,4C.1,13.333333333333334
1,1984,6,1984-06-04,4E.1,13.333333333333334
1,1984,5,1984-05-05,0A,3.888888888888889
1,1984,5,1984-05-05,0C,3.888888888888889
1,1984,5,1984-05-05,0E,3.888888888888889
1,1984,5,1984-05-05,0G,5
1,1984,5,1984-05-05,0I,2.7777777777777777
1,1984,5,1984-05-05,2I,3.3333333333333335
1,1984,5,1984-05-05,2G,5
1,1984,5,1984-05-05,2E,4.444444444444445
1,1984,5,1984-05-05,2C,5
1,1984,5,1984-05-05,2A,5.555555555555555
